"danceability" 0.0354481
"energy" 0.00105614
"loudness" 0.050423
"speechiness" -0.0449265
"acousticness" -0.0254724
"instrumentalness" -0.0951392
"liveness" -0.00538715
"valence" -0.0405343
"tempo" 0.0132047
